fruit,diameter,weight
Apple,6.600521591618323,121.71721261971368
Apple,7.18072459608614,132.70419361352282
Apple,7.455163193479656,163.32539152398832
Cherry,1.5400103765404807,65.76073124639109
Cherry,2.528784002823389,75.02546144651676
Apple,7.1569009464184035,167.00971632983314
Cherry,1.8820875693122434,64.1888982451307
Cherry,2.0519715605488376,77.34669581712058
Apple,6.541309949097803,119.33242319000223
Apple,7.4331789467229346,184.2984107012006
Apple,7.270127787933449,140.51090518565692
Apple,6.501113559783232,136.50815869181272
Cherry,1.8841657220848989,76.43020702351963
Apple,7.356782058292754,147.746035536799
Cherry,2.5422443362311182,93.88990367169916
Apple,7.19889446233758,129.477120844498
Cherry,1.47352867185126,63.69497105630975
Apple,7.307510898456803,165.38138533353126
Apple,7.557281587968137,164.0211049022829
Cherry,1.6600219802764649,61.235752558125796
Apple,7.971299562645271,158.88966641560472
Apple,7.376598523712051,168.22680597167832
Cherry,2.698413926093394,93.02159533413798
Apple,7.470817072483288,168.40115686951108
Cherry,2.3224620893324515,84.75817766186216
Cherry,1.9838742645284684,71.39721891902971
Apple,6.121178470256841,107.37726661808404
Apple,6.961379525455438,156.61072554341055
Cherry,1.9166903000312374,65.84616786134755
Cherry,1.9655428311106133,67.23969578478327
Apple,6.1297003200655436,152.84129027243824
Cherry,1.7087088184894403,66.72473762292394
Apple,7.466469214918437,183.303016153331
Apple,7.543248469091246,151.90684879868436
Cherry,0.8860816027539202,45.76163195457616
Apple,7.268675402704582,169.2228102605473
Cherry,2.0193765476973775,79.320530464774
Cherry,2.5557250229991304,92.37040580265364
Cherry,1.9767820050924605,69.01957759258923
Cherry,2.343169001356424,75.85542176833638
Apple,6.587027218323612,146.41641207500246
Apple,7.097168666598674,126.30035211132618
Cherry,2.0858804482344064,79.54905582984946
Apple,6.643750822287919,170.82764008675986
Cherry,1.6957210765999053,60.1901498700892
Cherry,2.8252546710468147,84.49657997968146
Apple,7.662013710784174,172.57979267361404
Apple,6.789741886393305,169.9923674218724
Cherry,1.888170952692096,68.6283748277604
Cherry,2.509826718847293,91.88819487113366
Cherry,1.523392966887823,59.84176615932573
Apple,6.62300596857181,132.30980566386074
Cherry,2.2131548388593574,83.69337654806594
Cherry,2.3645378312796543,81.84505353147051
Cherry,2.628247049845085,88.6308710296021
Apple,7.32012925720153,128.60977198847684
Apple,6.664493108896613,169.05899364706661
Apple,6.3269497053091275,125.00186816184967
Cherry,2.1356430063708625,77.22619586509401
Cherry,2.0200147342203585,80.63957374136831
Cherry,2.278003801993917,81.9487015509759
Apple,6.99687442766445,169.1382791414954
Cherry,2.611034067485152,89.55886815301736
Cherry,2.2079736284078164,82.39220144078749
Apple,7.511339571332871,183.80370970220793
Cherry,1.1516708609641286,57.31142392548908
Apple,7.3374963389706265,135.2160360107097
Cherry,2.2282669983165087,72.22144827703683
Cherry,1.3610640927254507,55.48143137976518
Apple,6.773419655050068,155.54748534579147
Cherry,1.9232524511326325,70.78205755773119
Apple,6.09658843821665,114.64454841173203
Cherry,1.3346983020625536,54.10580690353137
Apple,7.061979506203772,129.7851482219472
Apple,7.218372502026705,130.34318533864368
Apple,6.854193937301311,145.40443635504073
Apple,7.657982249520898,178.1231863294211
Apple,6.482593272481529,131.71046419595854
Cherry,2.0667785912453964,69.74796196829111
Cherry,2.1523605574921683,77.14982446840806
Cherry,1.8201382958671308,74.95140801643328
Apple,6.913559964822854,169.0220153939337
Cherry,2.7294707095719093,98.71800214974925
Cherry,1.2490127476326491,61.88800804637819
Apple,7.665109979890457,177.27061731558445
Apple,6.442043373189114,164.0182399187369
Apple,6.424604457897658,155.9625541241033
Apple,7.457576856615789,169.40487406587712
Apple,6.611912145598205,114.0218847650018
Apple,6.744098511174376,172.154483251162
Cherry,1.6047988748000261,62.07103897280804
Cherry,1.2309510846290062,60.51640375535826
Apple,6.509357062622745,115.57901188876319
Cherry,1.55518767815437,66.22707578615572
Cherry,2.2200334237994666,75.34830863116719
Apple,7.196970710895765,124.9243476327347
Cherry,2.2981857710322577,71.51345755066774
Apple,6.828546470388415,126.57635960640035
Cherry,2.202152598357671,83.2109263005479
Cherry,1.657490983128566,64.03778974446674
