fruit,diameter,weight
PassionFruit,1.9001611599316868,0.01337630343794718
PassionFruit,1.7012921453083774,0.010051097139642633
PassionFruit,5.215641179375872,0.04150437468051698
Apple,7.050542349799586,0.17553964196070054
Apple,8.08721197841454,0.14892931114125027
Apple,6.5924762863359945,0.1614667691906593
PassionFruit,1.9644938568328123,0.015226995026212487
Apple,7.7166733835249595,0.13626914503359094
PassionFruit,6.203016978530451,0.050451184935417566
Apple,6.554766141440316,0.12475129783137141
Apple,6.393112571839814,0.14305588623583954
PassionFruit,6.8567292670441855,0.054498879400160745
Apple,7.297289783524033,0.14121260341781358
Apple,6.393114492205627,0.1323967372920161
PassionFruit,4.627425095086852,0.039646366536012806
Apple,7.483025830045235,0.15743581505619994
Apple,6.994035923067767,0.13119972709547773
Apple,6.570345337728549,0.1503732314725739
Apple,7.356490482777321,0.1768174004917604
PassionFruit,3.6207692386887373,0.02230803371222105
PassionFruit,5.508346531532013,0.037505213926994706
PassionFruit,4.275685139711778,0.03421687488552318
PassionFruit,3.444851005397446,0.020106616876132227
PassionFruit,5.729489085334611,0.038205255060610004
PassionFruit,4.153855442295592,0.03489611143071669
PassionFruit,9.127680392645605,0.07763232781675039
PassionFruit,4.4592207123360055,0.030064146317928957
Apple,6.949602514031675,0.12393951216818498
Apple,6.402273727465779,0.11373612785999836
Apple,7.8042579393078,0.14562699429839635
Apple,6.787225925617083,0.15435261792424926
PassionFruit,3.7739082611109507,0.029451494733133285
PassionFruit,2.240231933055491,0.016723361694224996
PassionFruit,6.0965319056796385,0.04979328295959312
Apple,6.927735009459662,0.12919482933689408
PassionFruit,5.111281499243613,0.02971159279031833
Apple,7.916078809772983,0.15154291740835374
Apple,7.165651851563927,0.16714035429804255
PassionFruit,4.199222784219407,0.026211014678443535
Apple,6.8389837869249055,0.16800637524037865
PassionFruit,2.355268800511305,0.016717764979701157
Apple,7.15893542599962,0.15774413620691444
Apple,7.476219640174952,0.13919742339883778
PassionFruit,4.359008598380385,0.03467245150595443
PassionFruit,-0.8234007134185957,-0.006055477879174028
PassionFruit,1.504032960007664,0.011536366554930256
PassionFruit,6.802109400465018,0.03927859025504587
PassionFruit,3.2191299581584145,0.024138399294368357
Apple,7.101568429456632,0.1450985342626236
Apple,7.0635385527373264,0.14954810346812658
Apple,5.546180920418948,0.13168178788553067
Apple,7.191278736723824,0.14704399407735158
PassionFruit,4.58322589741347,0.038873155717203456
Apple,6.864510205981579,0.14372662637853129
Apple,7.430424260365894,0.18072054599302476
Apple,7.227589780965804,0.17831722617546406
Apple,7.497148942273774,0.14607754660675457
PassionFruit,3.9479635958275145,0.027953130348065795
PassionFruit,2.3287605059790435,0.01886238140523924
PassionFruit,3.689313834135314,0.025702713025232766
PassionFruit,1.8191026585120182,0.014488125328324783
PassionFruit,7.244127515535365,0.047017621570311766
Apple,7.155761265071074,0.15488384170628403
Apple,6.366573936108765,0.14869336052245294
Apple,6.729980601260483,0.12520786147761168
PassionFruit,7.24166620682898,0.05972558077079717
Apple,6.796253718186371,0.1310697576590617
Apple,6.490273637943631,0.12190879387161367
Apple,6.92075272412554,0.1721747682288709
Apple,6.936154260388729,0.17199025565405782
PassionFruit,6.226638038634944,0.05301876941731271
Apple,6.756737453645375,0.16545148742253743
PassionFruit,5.948088432655236,0.036755756923803264
Apple,7.320011406676882,0.13586704427071078
PassionFruit,5.866013082729808,0.03520922190100131
PassionFruit,5.974073009432566,0.03904714350391589
Apple,8.029137161276138,0.15304191186529387
PassionFruit,0.5275064069921833,0.003360802799192326
Apple,6.768901372347555,0.17228805543163417
Apple,7.640678893629078,0.1699072843278545
Apple,6.625982431372412,0.13775616249076617
PassionFruit,6.444953751402887,0.04804969253028026
Apple,7.619434927857291,0.1763491294426838
Apple,7.7302726511016315,0.19437688335750422
PassionFruit,5.128288791473635,0.04053718787601657
PassionFruit,5.8356419034884786,0.03935743463990317
PassionFruit,1.0173349518848527,0.006418884905794307
PassionFruit,5.1752564929409,0.034831738659257226
PassionFruit,3.6602396486713844,0.026344344333207505
PassionFruit,5.444850780770705,0.03874180357941524
PassionFruit,2.038534227802195,0.017064242978589654
PassionFruit,3.1784232070323375,0.02710180841895453
PassionFruit,4.965687180826955,0.032185585507216924
PassionFruit,2.202987149708397,0.0133145450394491
Apple,6.0671945191947225,0.14181140010272622
Apple,6.371352927173111,0.12866807913654846
Apple,6.265848778145978,0.1414350645916932
Apple,6.55654357242798,0.13545515680932396
PassionFruit,3.958547676154337,0.026030732505775263
Apple,6.506332014310112,0.16324789629713285
