fruit,diameter,weight
Pumpkin,190.41720816897939,967.8829203573719
Pumpkin,60.791210129236326,809.5639407625165
Papaya,181.69195275684953,747.0565064473133
Pumpkin,112.08920406600079,860.224141550402
Pumpkin,164.13328677338606,934.5565449076755
Pumpkin,100.2116976312085,860.2572567190444
Pumpkin,31.273743510775212,715.2798368720373
Pumpkin,59.36879389412141,816.446729287609
Papaya,103.55125965133674,685.1245614449466
Papaya,180.26045378047172,735.3868113758829
Papaya,184.4648822101969,780.3835065354814
Pumpkin,86.77650615920383,811.9514589282624
Pumpkin,104.44787452031294,897.1436075955729
Pumpkin,90.9840507606326,840.9304598190067
Pumpkin,89.83544098108455,852.0495890625281
Papaya,108.1417421358582,699.3912449668359
Papaya,146.4317199944246,712.2344355869654
Papaya,177.91967611261992,779.5359588316622
Pumpkin,38.328080418623685,736.4449568493485
Papaya,152.8704593109759,729.9715332453052
Papaya,115.45422705315487,672.1365682017338
Papaya,56.14630480001258,555.2655884159847
Pumpkin,92.39160641291613,876.4031432938893
Pumpkin,52.223493025970775,789.1997397875406
Papaya,73.8310254100425,607.8155130635611
Papaya,57.57306072330901,560.8692550140945
Papaya,60.10315631317461,581.2102134588873
Papaya,18.154545102419206,400.9501299175381
Papaya,122.19740108046499,680.522753862085
Papaya,73.5553085234167,625.0857251528384
Pumpkin,148.7623916207091,916.3183012880943
Pumpkin,182.39649874315572,926.0182909944058
Papaya,153.1128169576582,760.6713459550698
Pumpkin,119.31575124426321,880.1863631769785
Pumpkin,109.25585710519947,886.3224958981406
Papaya,52.13069504424603,576.473304548631
Papaya,114.45540217202057,660.0253713304509
Papaya,53.799495456647605,582.2545253166927
Papaya,127.20036106395416,711.6643187291484
Pumpkin,109.73986947421966,896.0653106379472
Papaya,141.57356765770797,682.0190964885556
Papaya,110.75023065252279,686.4440031094719
Papaya,32.037451295726214,501.50884656504684
Pumpkin,73.72885710489552,818.8441164862872
Papaya,156.18661895672903,730.7653137239436
Papaya,133.59391306065004,741.3152727231304
Papaya,20.823754932951402,452.42529586891135
Papaya,82.4219756286546,666.7614007174541
Pumpkin,71.39680173292015,820.7565449545157
Papaya,60.724146168768115,588.962085591931
Pumpkin,163.28573295368872,944.4885008156168
Pumpkin,117.50103702493479,854.499655053086
Papaya,33.481024333075766,503.1577449298678
Papaya,76.08436861097387,610.4100904061033
Papaya,79.65423341556007,652.4335781871555
Papaya,167.14291464582092,710.3308681474623
Papaya,157.7266264857732,748.1060772370896
Pumpkin,134.91876999684723,894.0571166352487
Pumpkin,64.97669668272303,806.0394455497882
Pumpkin,37.95894054024225,750.4732265859678
Papaya,87.98096032792516,653.4943480298792
Papaya,178.92882480171573,725.4980642573884
Papaya,167.2436808309302,704.3262891889245
Papaya,103.1050545136951,655.8160340089
Papaya,106.29336395761473,673.3242110858672
Papaya,177.2559726383693,747.9931498639762
Pumpkin,15.493732621096566,585.0851673446554
Pumpkin,119.70448467618242,880.1437695268287
Papaya,141.66919027000475,742.7394254674078
Papaya,175.53291803185547,772.259187486743
Papaya,140.3046707476487,734.1006581649615
Papaya,42.37237623454466,551.9575228381108
Pumpkin,23.72139122623669,652.4231235397414
Pumpkin,80.25065431266016,858.9018448744893
Pumpkin,146.75598827762275,936.0599735794644
Pumpkin,166.45897765096765,922.5141442133331
Pumpkin,138.04773966320954,895.738976835956
Papaya,65.52332763110888,605.1603809135361
Pumpkin,157.33362448499113,906.3282475150507
Papaya,151.46916384869846,717.8185067134964
Pumpkin,106.26426657712366,852.2206594612746
Pumpkin,179.83511765509581,948.0625865104944
Pumpkin,13.521311971203408,574.4047975848563
Pumpkin,23.71442882551829,637.7976566316903
Papaya,18.435723639390474,425.8840651915309
Papaya,172.9702129192519,708.87638216306
Papaya,31.651937954254493,512.679591816393
Pumpkin,171.83941437130622,927.5130917568579
Papaya,108.55337029698921,700.784015183778
Papaya,82.80203726215657,620.1390424074307
Papaya,18.99591344493227,418.3542979670005
Papaya,10.625986399817307,332.2216992350564
Papaya,133.25772995962615,709.817522276139
Pumpkin,167.63079664024121,912.1031461097953
Pumpkin,41.60737022261068,715.3779358798698
Pumpkin,106.96113065779883,896.4144732648821
Pumpkin,86.77368850513491,861.1078455265299
Papaya,32.619072090917825,527.8100215497226
Papaya,86.49838101768883,640.5628306846846
Papaya,97.89310714669298,628.824469977566
Pumpkin,128.93060562947466,925.1448115581135
Pumpkin,142.1007547589404,909.8707748773863
Papaya,70.52592716578863,605.9240582919383
Papaya,128.38354465312983,668.2007305481318
Papaya,143.0247540226145,747.6986122267228
Papaya,16.025234248809262,397.0986886280203
Pumpkin,130.86862672077064,900.4573188222832
Papaya,174.796730226332,741.9232901006669
Papaya,120.71517776314356,658.8559487135548
Papaya,82.77332499457565,667.632011940266
Pumpkin,127.09500531760662,932.7519706816931
Pumpkin,116.81416450131846,914.6884823404605
Pumpkin,73.70151751761796,802.3092580144194
Papaya,158.49699904278182,766.187132147164
Papaya,115.15882246679966,666.8912024466556
Pumpkin,42.560176866997836,726.7586438832512
Pumpkin,122.33716624790156,886.3991706543767
Papaya,89.20677094395569,661.833162744452
Pumpkin,10.667981248552321,539.6559453814937
Papaya,139.76447422221509,706.8639469937865
Pumpkin,26.717970897236047,670.2367863861322
Pumpkin,69.39395063007413,822.7240683569217
Papaya,143.3476528918156,751.4941522550539
Pumpkin,97.43082891976984,836.0933346096676
Pumpkin,150.68310236409374,890.0232204347628
Pumpkin,15.041590880388226,592.5790490729194
Pumpkin,39.42863371461749,752.0050577270844
Pumpkin,60.180425514945256,767.0963321735655
Pumpkin,92.34053895150574,884.7271470873504
Pumpkin,197.06424606553372,931.5832566196282
Papaya,37.97299136580801,519.6701134797448
Pumpkin,126.76863081940108,879.6187736654426
Pumpkin,100.14080097971268,831.5095595250871
Papaya,71.39443227696809,599.7194976873305
Pumpkin,90.17124511137959,854.4769379778443
Papaya,98.13137673925311,643.4015941936926
Papaya,40.645882974264175,544.6529991811142
Papaya,72.94088868873055,595.5904797591778
Pumpkin,49.6135178498373,789.6595690126837
Papaya,146.24580510351637,686.4697737608037
Pumpkin,90.65750602538843,833.5631770168875
Pumpkin,97.24582523496659,878.2407201286212
Papaya,194.41878406717393,762.5837110073102
Pumpkin,15.690612062948226,604.2387773864514
Pumpkin,87.2763820750899,854.1643119277805
Papaya,62.2861682515471,585.0823647102912
Papaya,120.2516314001284,677.5629697226027
Papaya,174.05482207355487,764.0824080306694
Pumpkin,154.04928993398866,898.6340239921625
Pumpkin,109.18790142045137,844.3481278271745
Pumpkin,162.79817393642682,925.4547100938375
Pumpkin,29.641298440403766,712.3823390243094
Papaya,165.00952326320535,712.5495689709456
Pumpkin,165.58540478220314,914.6324662269959
Pumpkin,103.54807883230991,899.3923401525044
Papaya,187.14645901297206,751.1366302587913
Papaya,65.0369694980033,594.8174479553619
Pumpkin,198.64879031043748,944.3159931334585
Papaya,179.99627919638343,783.8857166611216
Pumpkin,66.73799210404425,798.7984895200659
Papaya,48.42851424994564,585.9375421666398
Pumpkin,114.7000171779068,867.3521170918475
Pumpkin,96.61385093813082,851.7270353268337
Papaya,46.392680629305254,564.0233352009765
Pumpkin,143.093263450736,888.9815954783122
Pumpkin,50.02371285195833,750.5223997470646
Pumpkin,104.03830293659682,898.0064169127675
Pumpkin,189.5151596196413,962.2217040537541
Papaya,105.91514859453443,696.6856424320441
Pumpkin,199.16777693377404,977.490729273318
Pumpkin,37.53775423305743,747.0091254462232
Papaya,186.33984781485165,726.6813420436799
Pumpkin,68.89632356345774,822.2448854507165
Pumpkin,174.6713936210956,952.3391598769653
Pumpkin,108.00659667487763,889.6883704550145
Papaya,98.24196593987836,640.4914588647547
Pumpkin,14.805866289056196,574.4808673155102
Papaya,11.922084266457556,363.86638099099974
Papaya,108.87845598448648,709.9092114931564
Pumpkin,121.28560934357292,870.764041404781
Pumpkin,25.919318654468867,678.6777671577192
Pumpkin,164.65460747916137,914.0878871688265
Pumpkin,137.50033555162284,925.1435010821787
Pumpkin,114.89356917721504,914.1148150840268
Pumpkin,183.24051456748214,967.2091599934602
Pumpkin,144.23823731166794,952.6689549403401
Papaya,195.2352052425881,764.3425194693317
Papaya,81.79137346162202,623.9504758053748
Papaya,71.80841903883174,602.0164428658817
Pumpkin,161.66955292570276,900.3384567990381
Pumpkin,53.16926327468299,797.3465798478269
