fruit,diameter,weight
Apple,7.363884574033346,141.54181654424974
Apple,6.6088921747701255,143.22943231449744
Apple,7.073369573606758,167.29551842131391
Apple,6.950857825490757,154.9425445534285
Apple,7.247589967630938,130.1873092539909
Apple,6.687094239144255,117.17609310058403
Apple,6.715970316119441,125.04755867358612
Apple,7.219442336614915,153.65309901982747
Apple,7.010508648953887,138.24313212731792
Apple,6.556948865635045,149.29650832340656
Apple,6.314778813647246,125.48024461105172
Apple,7.495218207620895,176.3029666921677
Apple,6.784486842563534,170.5615455595293
Apple,6.962371934561561,162.3287481747352
Apple,6.795633217087142,168.99081628358903
Apple,7.6961730648810205,183.89679630891587
Apple,7.449301899151489,165.08354955656915
Apple,7.148014428940259,136.0666463905111
Apple,6.651600085171859,146.7429505969742
Apple,6.197907793588221,144.33157303908374
Apple,6.9124215061340655,142.5993000439399
Apple,5.872329132864658,136.9045788283231
Apple,7.176998906756194,152.88829138334032
Apple,7.159232344917445,129.95657907892985
Apple,7.278955310479994,162.2602242179424
Apple,6.746705487680986,170.52580382196567
Apple,7.042148434955782,136.59308797604515
Apple,7.5752399623268065,131.4876439566355
Apple,6.576814402113739,161.0653009417099
Apple,6.661861346527103,158.22798967098566
Apple,5.965058270396377,132.40140736567267
Apple,7.150219086742949,138.79692187075923
Apple,7.156882279191882,163.38154236783913
Apple,7.205125943434742,139.27381021292285
Apple,7.187083265065166,167.1213610278892
Apple,6.574323618197957,147.47400643982849
Apple,6.256243291923653,147.24490047510704
Apple,7.524525282635758,163.02776233322726
Apple,6.685325481200547,153.61860000634542
Apple,7.0238375185845126,176.05021938693827
Apple,6.742094079222949,117.23789741245744
Apple,6.846554831489296,155.08862637483622
Apple,7.546991881806898,130.2674629880409
Apple,7.23615019297746,141.81087914737807
Apple,7.250543109481918,167.7670614353234
Apple,7.1623296794497024,177.99327518972234
Apple,6.729918797132711,129.37652318464356
Apple,6.56731858552193,143.23374144211363
Apple,7.0504808223804885,135.99943559749227
Apple,6.682673021349486,127.62845543464039
Apple,6.140781713239425,110.26596731034175
Apple,7.581479395889568,159.7662153450944
Apple,6.6096993534019814,155.3202711378638
Apple,7.117844496076426,173.97319118304304
Apple,7.813171532035393,194.93542732929475
Apple,6.750535940188295,151.94489915810357
Apple,7.385620713533272,188.02984251417337
Apple,6.7208708683990945,129.01845835628941
Apple,6.860184203976389,124.6248456172124
Apple,7.035796174947119,156.16971880813713
Apple,6.9707468620514,137.2306410923069
Apple,6.729865462729896,148.18942255319422
Apple,7.408218602450871,174.95418168788655
Apple,7.912718287663241,148.3648937465381
Apple,6.707891122682745,171.8228354488105
Apple,6.7974190630834395,117.4016441209017
Apple,6.648233834221618,147.37895133267625
Apple,6.856737152544162,126.22862764126546
Apple,6.672978842928158,168.581186767055
Apple,7.0001394760360744,154.04296396013734
Apple,7.141990337058302,147.87746766347604
Apple,6.880392224724435,154.66183811658567
Apple,6.434181525845405,119.61149822095007
Apple,7.10661203314022,122.3413267221438
Apple,6.0887142049052425,138.20747598810283
Apple,7.4678521449198545,135.03096923363034
Apple,7.516511076965709,174.74321417261905
Apple,7.346398611157137,145.7948113126116
Apple,7.551207067927335,132.33831194854946
Apple,6.070121081175653,121.76198635690696
Apple,7.3077514150918255,140.5616767062827
Apple,7.222946032472819,180.09484732174815
Apple,6.0324336932585645,141.26190949056098
Apple,7.383557188930185,142.17411834692442
Apple,5.803952845443947,110.60461379406026
Apple,6.88968817348007,143.60723767479584
Apple,7.223654740374629,180.41394919229947
Apple,7.697361870279661,168.30083770123446
Apple,7.59019227486444,151.42888029655916
Apple,6.783488190032699,123.44962926110048
Apple,6.588145450899199,121.67875386692222
Apple,6.585554865860795,155.4529398079739
Apple,7.462118406438445,167.88126681914423
Apple,7.347685656315079,182.58850148407873
Apple,6.461039523770151,113.58695545172759
Apple,7.8563459219235545,155.88715464863742
Apple,6.743128383924631,127.55655656443852
Apple,6.933475749674773,156.61574310255867
Apple,5.869695235634797,111.80834317929859
Apple,6.819155410615691,155.99198802889597
Apple,6.877599502150209,171.99991697271085
Apple,7.454921514439789,161.13580285534263
Apple,7.1169518291054334,126.39571537248914
Apple,5.887498622680376,148.47365022273078
Apple,7.289478325026334,158.42947859678506
Apple,8.217390291752043,154.37973765515054
Apple,7.008699119473598,164.78179593938512
Apple,7.246608974199841,168.23719345924067
Apple,7.207829787633572,173.20633279943075
Apple,6.406666480662913,143.5607734705903
Apple,7.587365034261358,190.1944159491163
Cherry,1.4196745616006068,54.50714717644021
Apple,7.169337018921024,129.79609110011867
Apple,6.9914470340272254,148.21672996059542
Apple,6.464031629746945,151.69764076227546
Apple,6.603710961249257,127.03475047146252
Apple,7.547111883215544,189.10988571004324
Apple,6.6420872823747885,134.16617576267228
Apple,7.627184935929294,156.74444448074263
Apple,7.018819288026271,141.49255447513946
Apple,7.163440768016371,171.63940461937668
Apple,6.382721569814495,146.18829662711076
Apple,6.571660258636706,157.585286016196
Apple,6.9514934700424,143.3149166421073
Apple,7.236366325057594,127.20183125102237
Apple,7.56672683416952,160.73691721954543
Apple,5.841500022534595,143.2847013133774
Apple,7.064846846016613,128.66735822514116
Apple,7.087602316666472,123.57085259306493
Apple,7.123729094490014,172.67618804668862
Apple,7.007436701118274,123.57058782746367
Apple,6.585691280965786,154.29223924237036
Apple,6.908382193225168,171.74082573088083
Apple,7.685419160016536,178.908998401821
Apple,6.851613230834754,170.67343487741863
Apple,6.623200018139651,114.96960566969523
Apple,7.317689911911248,131.40121493960632
Apple,6.231844762297933,153.43190882070917
Cherry,1.6218531112784678,59.74995838978029
Apple,6.823015772773165,133.01208550609778
Apple,7.292653307544254,150.02243228051952
Apple,6.898127470382514,156.48345154729427
Apple,7.719044751360556,148.63189561303278
Apple,6.500352245499961,131.30773065945402
Apple,7.2533696623945945,174.69838054173016
Apple,6.8185835540743,155.51938107745858
Apple,7.393251346690002,144.74650183084452
Apple,7.022185127598773,128.38117423579044
Apple,5.967265037716318,124.37771704124117
Apple,6.931597587160074,140.60440829802712
Apple,7.195002986499592,136.16897329361916
Apple,6.180853723928171,117.68504205649731
Apple,6.4367282889902135,159.723155392068
Apple,7.229268930702975,154.27377407870503
Apple,7.638628912523646,131.03378105406824
Apple,8.07695166602963,163.4855452547705
